Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Schaefer, Emma",SO-2,5:27.51,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Villa, Rebecca",JR-3,5:46.06,Hilltop Invitational,"Jan 25, 2020"
,"Bottum, Rachel",FR-1,5:48.23,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Keane, Lily",SO-2,5:51.47,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Keane, Lily",SO-2,5:53.22,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Keane, Lily",SO-2,5:53.94,Darren Young Classic,"Feb 15, 2020"
,"Timmermans, Merel",SO-2,5:56.65,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Keane, Lily",SO-2,6:02.04,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Davis, Addison",SO-2,6:02.73,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Keane, Lily",SO-2,6:03.05,Hilltop Invitational,"Jan 25, 2020"
,"Daney, Micaela",SO-2,6:05.38,2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Davis, Addison",SO-2,6:05.52,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Timmermans, Merel",SO-2,6:07.43,Darren Young Classic,"Feb 15, 2020"
,"Keane, Lily",SO-2,6:08.90,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Davis, Addison",SO-2,6:12.41,Darren Young Classic,"Feb 15, 2020"
,"Sloniewsky, Julia",JR-3,6:13.13,Liz Wuertz Indoor Invitational,"Feb 22, 2020"
,"Sloniewsky, Julia",JR-3,6:14.82,Darren Young Classic,"Feb 15, 2020"
,"Sloniewsky, Julia",JR-3,6:16.22,Hilltop Invitational,"Jan 25, 2020"
,"Timmermans, Merel",SO-2,6:16.51,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Timmermans, Merel",SO-2,6:16.66,2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Sloniewsky, Julia",JR-3,6:16.92,Midwest Conference Indoor Track & Field Championship,"Feb 28, 2020"
,"Sloniewky, Julia",JR-3,6:21.78,2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Davis, Addison",SO-2,6:23.67,2020 Grinnell Indoor Invitational,"Feb 1, 2020"
,"Timmermans, Merel",SO-2,6:28.62,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Daney, Micaela",SO-2,6:29.31,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Beisner, Sarah",SO-2,6:36.97,2019 Pioneer Indoor Preview Meet,"Dec 6, 2019"
,"Davis, Addison",SO-2,6:40.52,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Schmidt, Ailsa",SO-2,6:49.39,Dutch Athletic Classic 2020,"Jan 18, 2020"
,"Beisner, Sarah",SO-2,6:51.05,Dutch Athletic Classic 2020,"Jan 18, 2020"
