Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"McNealy, Jesse",FR-1,19:14.94,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"McNealy, Jesse",FR-1,19:27.87,Kip Janvrin Open,"Apr 25, 2013"
,"Campbell, Paulina",FR-1,19:38.51,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Campbell, Paulina",FR-1,19:54.56,Kip Janvrin Open,"Apr 25, 2013"
,"McNealy, Jesse",FR-1,19:55.63,2013 Jim Duncan Invitational,"Apr 12, 2013"
,"Bayly, Alison",JR-3,20:07.89,Cornell College Invitational,"Apr 6, 2013"
,"Roberts, Clare",FR-1,20:28.99,Cornell College Invitational,"Apr 6, 2013"
,"Bayly, Alison",JR-3,20:29.16,Walt Disney World Invitational,"Mar 22, 2013"
,"Roberts, Clare",FR-1,20:33.83,Walt Disney World Invitational,"Mar 22, 2013"
,"Vautin, Jacqueline",SR-4,20:34.51,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Vautin, Jacqueline",SR-4,20:39.72,Walt Disney World Invitational,"Mar 22, 2013"
,"Voyce, Metea",SO-2,20:55.84,Walt Disney World Invitational,"Mar 22, 2013"
,"Emery, Lauren",JR-3,21:13.08,Cornell College Invitational,"Apr 6, 2013"
,"Vautin, Jacqueline",SR-4,21:18.42,Cornell College Invitational,"Apr 6, 2013"
,"Pinder, Phoebe",FR-1,21:28.57,2013 Monmouth Fighting Scots,"May 4, 2013"
,"Voyce, Metea",SO-2,21:36.25,Cornell College Invitational,"Apr 6, 2013"
