Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Warnock, Gavin",JR-3,6.65m,"21' 10""",Midwest Conference Indoor Championships,"Feb 22, 2013",0.0
,"Warnock, Gavin",JR-3,6.50m,"21' 4""",Darren Young Invitational,"Feb 9, 2013",0.0
,"Warnock, Gavin",JR-3,6.50m,"21' 4""",Darren Young Invitational,"Feb 9, 2013",0.0
,"Warnock, Gavin",JR-3,6.46m,"21' 2.5""",Darren Young Invitational,"Feb 9, 2013",0.0
,"Warnock, Gavin",JR-3,6.46m,"21' 2.5""",Darren Young Invitational,"Feb 9, 2013",0.0
,"Warnock, Gavin",JR-3,6.42m,"21' 0.75""",Darren Young Invitational,"Feb 9, 2013",0.0
,"Warnock, Gavin",JR-3,6.42m,"21' 0.75""",Darren Young Invitational,"Feb 9, 2013",0.0
,"Warnock, Gavin",JR-3,6.42m,"21' 0.75""",Iowa State Qualifier,"Mar 2, 2013",0.0
,"Warnock, Gavin",JR-3,6.40m,"21' 0""",Darren Young Invitational,"Feb 9, 2013",0.0
,"Warnock, Gavin",JR-3,6.40m,"21' 0""",Midwest Conference Indoor Championships,"Feb 22, 2013",0.0
,"Warnock, Gavin",JR-3,6.40m,"21' 0""",Darren Young Invitational,"Feb 9, 2013",0.0
,"Warnock, Gavin",JR-3,6.37m,"20' 10.75""",Iowa State Qualifier,"Mar 2, 2013",0.0
,"Warnock, Gavin",JR-3,6.35m,"20' 10""",Iowa State Qualifier,"Mar 2, 2013",0.0
,"Warnock, Gavin",JR-3,6.32m,"20' 9""",Iowa State Qualifier,"Mar 2, 2013",0.0
,"Warnock, Gavin",JR-3,6.31m,"20' 8.5""",Midwest Conference Indoor Championships,"Feb 22, 2013",0.0
,"Warnock, Gavin",JR-3,6.26m,"20' 6.5""",Darren Young Invitational,"Feb 9, 2013",0.0
,"Warnock, Gavin",JR-3,6.26m,"20' 6.5""",Darren Young Invitational,"Feb 9, 2013",0.0
,"Warnock, Gavin",JR-3,6.21m,"20' 4.5""",Iowa State Qualifier,"Mar 2, 2013",0.0
,"Warnock, Gavin",JR-3,6.19m,"20' 3.75""",Darren Young Invitational,"Feb 9, 2013",0.0
,"Warnock, Gavin",JR-3,6.19m,"20' 3.75""",Darren Young Invitational,"Feb 9, 2013",0.0
,"Warnock, Gavin",JR-3,6.18m,"20' 3.5""",ACM Invitational,"Feb 2, 2013",0.0
,"Warnock, Gavin",JR-3,6.14m,"20' 1.75""",ACM Invitational,"Feb 2, 2013",0.0
,"Warnock, Gavin",JR-3,5.82m,"19' 1.25""",ACM Invitational,"Feb 2, 2013",0.0
