Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Kolacia, Nate",FR-1,4:20.98,Wartburg Invite,"Feb 16, 2013"
,"Kolacia, Nate",FR-1,4:24.64,Iowa State Qualifier,"Mar 2, 2013"
,"Kolacia, Nate",FR-1,4:27.35,Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Krauth, Sam",JR-3,4:29.47,Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Krauth, Sam",JR-3,4:32.66,Wartburg Invite,"Feb 16, 2013"
,"Angel, Zach",JR-3,4:34.50,Wartburg Invite,"Feb 16, 2013"
,"Canady, Frank",JR-3,4:37.02,ACM Invitational,"Feb 2, 2013"
,"Krauth, Sam",JR-3,4:37.20,Darren Young Invitational,"Feb 9, 2013"
,"Angel, Zach",JR-3,4:39.25,Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Anderson, Doug",SO-2,4:58.17,Wartburg Invite,"Feb 16, 2013"
,"Schake, Conner",JR-3,5:00.79,Darren Young Invitational,"Feb 9, 2013"
,"Anderson, Doug",SO-2,5:05.93,ACM Invitational,"Feb 2, 2013"
,"Kinley, Patrick",FR-1,5:14.24,ACM Invitational,"Feb 2, 2013"
,"Chien, Jason",FR-1,6:19.95,ACM Invitational,"Feb 2, 2013"
,"Fretheim, Arthur",JR-3,6:31.39,ACM Invitational,"Feb 2, 2013"
