Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Dalton, Adam",FR-1,9:00.92,Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Dalton, Adam",FR-1,9:05.36,ACM Invitational,"Feb 2, 2013"
,"Canady, Frank",JR-3,9:05.86,Darren Young Invitational,"Feb 9, 2013"
,"Canady, Frank",JR-3,9:14.77,Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Figge, Erik",SR-4,9:22.78,Darren Young Invitational,"Feb 9, 2013"
,"Figge, Erik",SR-4,9:23.28,Midwest Conference Indoor Championships,"Feb 22, 2013"
,"Figge, Erik",SR-4,9:28.89,ACM Invitational,"Feb 2, 2013"
,"Kakazu, Nathan",SR-4,9:29.62,ACM Invitational,"Feb 2, 2013"
,"Smiley, Tyler",JR-3,10:08.27,Darren Young Invitational,"Feb 9, 2013"
,"Anderson, Doug",SO-2,10:15.39,Darren Young Invitational,"Feb 9, 2013"
,"Mundell, Lex",FR-1,10:31.26,Darren Young Invitational,"Feb 9, 2013"
,"Vasquez, Alberto",FR-1,10:56.74,Darren Young Invitational,"Feb 9, 2013"
,"Margida, Greg",FR-1,11:08.34,Darren Young Invitational,"Feb 9, 2013"
