""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Caroline Bailey,,-,So.,/
,Caroline Beach,,-,So.,/
,Elizabeth Davis,,-,Fr.,/
,Salgado Ferrer,,-,Fr.,/
,Mur. Gallo-Chasanoff,,-,So.,/
,Caitlin Helterline,,-,So.,/
,Candyce Jones,,-,Fr.,/
,Sandra King,,-,Sr.,/
,Erin Labasan,,-,Fr.,/
,Ca. Lindsey-Larrabe,,-,So.,/
,Kelsey Montgomery,,-,Fr.,/
,Claire Reeder,,-,Fr.,/
,Cara Rowe,,-,Fr.,/
,Courtney Smith,,-,Jr.,/
,Rachel Smith,,-,Fr.,/
