""
#,FULL NAME,POS,HT.,ACADEMIC YEAR,HOMETOWN / HIGH SCHOOL
,Jordan Blanche,,-,Fr.,/
,Rommany Chanthavong,,-,Fr.,/
,Elin Egness,,-,Fr.,/
,Tami Geiger,,-,Jr.,/
,Morgan Holcomb,,-,Fr.,/
,Katy Kropf,,-,So.,/
,Kelly Louis,,-,Fr.,/
,Katie Munley,,-,So.,/
,Liz Nowacki,,-,Fr.,/
,Nancy Ostdiek,,-,So.,/
,Alex Ravitz,,-,Fr.,/
,Michelle Raymer,,-,So.,/
,Allison Smith,,-,So.,/
,Misako Uno,,-,Fr.,/
,Jodi VanMeter,,-,Fr.,/
