Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Burnell, Sarah",JR-3,4:34.65,NCC Gregory Final Qualifier Track & Field Meet 2014,"May 15, 2014"
,"Southern, Alosha",FR-1,4:55.02,2014 Kip Janvrin Open,"Apr 24, 2014"
,"Smith, Eva",SO-2,4:58.89,2014 Midwest Conference T&F Championships,"May 9, 2014"
