Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Baumann, Joel",SR-4,1:57.41,Midwest Conference Outdoor Championships,"May 11, 2018"
,"Baumann, Joel",SR-4,1:57.57,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Baumann, Joel",SR-4,1:59.71,2018 Kip Janvrin Open,"Apr 26, 2018"
,"Anderson, Kevin",SR-4,1:59.81,Midwest Conference Outdoor Championships,"May 11, 2018"
,"O'Reilly, Declan",FR-1,2:00.18,2018 Dick Young Invite,"Apr 21, 2018"
,"Anderson, Kevin",SR-4,2:00.29,2018 Kip Janvrin Open,"Apr 26, 2018"
,"Anderson, Kevin",SR-4,2:00.43,Emory Classic,"Mar 30, 2018"
,"Baumann, Joel",SR-4,2:00.49,2018 Dick Young Invite,"Apr 21, 2018"
,"Anderson, Kevin",SR-4,2:01.01,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Baumann, Joel",SR-4,2:01.62,Mustang Open,"Apr 13, 2018"
,"Anderson, Kevin",SR-4,2:01.91,Mustang Open,"Apr 13, 2018"
,"O'Reilly, Sean",JR-3,2:02.21,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Anderson, Kevin",SR-4,2:02.27,2018 Dick Young Invite,"Apr 21, 2018"
,"O'Reilly, Declan",FR-1,2:02.72,Emory Classic,"Mar 30, 2018"
,"O'Reilly, Declan",FR-1,2:02.94,Mustang Open,"Apr 13, 2018"
,"O'Reilly, Declan",FR-1,2:02.97,Midwest Conference Outdoor Championships,"May 11, 2018"
,"O'Reilly, Sean",JR-3,2:03.14,Midwest Conference Outdoor Championships,"May 11, 2018"
,"O'Reilly, Sean",JR-3,2:03.31,2018 Kip Janvrin Open,"Apr 26, 2018"
,"O'Reilly, Sean",JR-3,2:04.71,Emory Classic,"Mar 30, 2018"
,"O'Reilly, Declan",FR-1,2:05.63,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lieberman, Matthew",FR-1,2:07.32,2018 Dick Young Invite,"Apr 21, 2018"
,"Collins, Sam",SR-4,2:07.59,Cornell Invitational,"Apr 4, 2018"
,"Collins, Sam",SR-4,2:09.14,2018 Dick Young Invite,"Apr 21, 2018"
,"Chamberland, Lucas",FR-1,2:10.10,2018 Dick Young Invite,"Apr 21, 2018"
,"Midlash, Nicholas",FR-1,2:10.40,2018 Kip Janvrin Open,"Apr 26, 2018"
,"Collins, Sam",SR-4,2:11.10,Mustang Open,"Apr 13, 2018"
,"O'Reilly, Sean",JR-3,2:12.94,2018 Dick Young Invite,"Apr 21, 2018"
,"O'Reilly, Sean",JR-3,2:14.08,Mustang Open,"Apr 13, 2018"
,"Bass, Stewart",SR-4,2:16.82,2018 Dick Young Invite,"Apr 21, 2018"
,"Schulte, Jackson",SO-2,2:16.99,2018 Dick Young Invite,"Apr 21, 2018"
,"Osler, John",SO-2,2:21.13,2018 Dick Young Invite,"Apr 21, 2018"
,"Malone, Ian",SR-4,2:24.82,2018 Dick Young Invite,"Apr 21, 2018"
