Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Lieberman, Matthew",FR-1,4:11.09,2018 Dick Young Invite,"Apr 21, 2018"
,"Anderson, Kevin",SR-4,4:15.09,2018 Dick Young Invite,"Apr 21, 2018"
,"Anderson, Kevin",SR-4,4:15.20,Cornell Invitational,"Apr 4, 2018"
,"Baumann, Joel",SR-4,4:15.33,2018 Dick Young Invite,"Apr 21, 2018"
,"O'Reilly, Sean",JR-3,4:15.47,2018 Dick Young Invite,"Apr 21, 2018"
,"Baumann, Joel",SR-4,4:15.54,Cornell Invitational,"Apr 4, 2018"
,"Lieberman, Matthew",FR-1,4:16.59,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lieberman, Matthew",FR-1,4:16.76,Midwest Conference Outdoor Championships,"May 11, 2018"
,"Lieberman, Matthew",FR-1,4:17.51,Emory Classic,"Mar 30, 2018"
,"Lieberman, Matthew",FR-1,4:17.51,Emory Classic,"Mar 30, 2018"
,"Gregorich-Trevor, Connor",SR-4,4:18.11,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Lieberman, Matthew",FR-1,4:19.02,Cornell Invitational,"Apr 4, 2018"
,"Schulte, Jackson",SO-2,4:22.04,2018 Dick Young Invite,"Apr 21, 2018"
,"Chamberland, Lucas",FR-1,4:22.45,2018 Dick Young Invite,"Apr 21, 2018"
,"Gregorich-Trevor, Connor",SR-4,4:23.41,Emory Classic,"Mar 30, 2018"
,"Gregorich-Trevor, Connor",SR-4,4:23.41,Emory Classic,"Mar 30, 2018"
,"O'Reilly, Sean",JR-3,4:24.30,Cornell Invitational,"Apr 4, 2018"
,"Collins, Sam",SR-4,4:25.91,Midwest Conference Outdoor Championships,"May 11, 2018"
,"Collins, Sam",SR-4,4:27.96,2018 Dick Young Invite,"Apr 21, 2018"
,"Collins, Sam",SR-4,4:29.53,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Bass, Stewart",SR-4,4:31.31,2018 Dick Young Invite,"Apr 21, 2018"
,"Collins, Sam",SR-4,4:36.25,2018 Kip Janvrin Open,"Apr 26, 2018"
,"Osler, John",SO-2,4:37.21,2018 Dick Young Invite,"Apr 21, 2018"
,"Midlash, Nicholas",FR-1,4:41.08,Cornell Invitational,"Apr 4, 2018"
,"Gleason, Keanan",SR-4,4:44.12,2018 Dick Young Invite,"Apr 21, 2018"
,"Malone, Ian",SR-4,4:48.25,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Malone, Ian",SR-4,4:51.18,2018 Dick Young Invite,"Apr 21, 2018"
,"Monovich, Alexander",SR-4,4:55.25,2018 Kip Janvrin Open,"Apr 26, 2018"
,"Monovich, Alexander",SR-4,4:57.40,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Yardas, Olek",FR-1,5:00.34,Midwest Conference Outdoor Championships,"May 11, 2018"
,"Monovich, Alexander",SR-4,5:07.70,2018 Dick Young Invite,"Apr 21, 2018"
,"Yardas, Olek",FR-1,5:08.16,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Kane, Phillip",SR-4,5:11.84,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"O'Reilly, Declan",FR-1,5:16.13,Cornell Invitational,"Apr 4, 2018"
,"Kane, Phillip",SR-4,5:18.13,2018 Dick Young Invite,"Apr 21, 2018"
,"Markegard, Carter",FR-1,5:41.90,Mustang Open,"Apr 13, 2018"
,"Markegard, Carter",FR-1,5:44.38,2018 Dick Young Invite,"Apr 21, 2018"
,"Markegard, Carter",FR-1,5:46.27,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Markegard, Carter",FR-1,5:53.21,Emory Classic,"Mar 30, 2018"
,"Markegard, Carter",FR-1,5:53.21,Emory Classic,"Mar 30, 2018"
