Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Geiman, Brad",FR-1,52.61,Emory Classic,"Mar 30, 2018"
,"Geiman, Brad",FR-1,52.65,2018 Dick Young Invite,"Apr 21, 2018"
,"Nadesan, Kamal",JR-3,54.51,Midwest Conference Outdoor Championships,"May 11, 2018"
,"Nadesan, Kamal",JR-3,54.68,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Henderson, Erik",JR-3,55.15,Emory Classic,"Mar 30, 2018"
,"Henderson, Erik",JR-3,55.58,Mustang Open,"Apr 13, 2018"
,"Midlash, Nicholas",FR-1,57.01,Monmouth College Fighting Scots Outdoor Invitational,"May 5, 2018"
,"Brunet, Chris",JR-3,57.51,2018 Dick Young Invite,"Apr 21, 2018"
,"Collins, Sam",SR-4,57.95,Emory Classic,"Mar 30, 2018"
,"Brunet, Chris",JR-3,58.55,2018 Kip Janvrin Open,"Apr 26, 2018"
,"Nadesan, Kamal",JR-3,59.29,2018 Dick Young Invite,"Apr 21, 2018"
,"Brunet, Chris",JR-3,59.83,Cornell Invitational,"Apr 4, 2018"
,"Brunet, Chris",JR-3,1:01.66,Midwest Conference Outdoor Championships,"May 11, 2018"
