Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"James, Xavier",FR-1,58.66,Midwest Conference Outdoor Championship,"May 13, 2022"
,"James, Xavier",FR-1,59.45,Monmouth College Fighting Scots Outdoor,"May 7, 2022"
,"James, Xavier",FR-1,1:00.11,2022 Kip Janvrin Open,"Apr 28, 2022"
,"James, Xavier",FR-1,1:00.23,Midwest Conference Outdoor Championship,"May 13, 2022"
,"James, Xavier",FR-1,1:00.72,Dick Young Invitational,"Apr 23, 2022"
,"James, Xavier",FR-1,1:01.21,Mustang Open,"Apr 9, 2022"
,"James, Xavier",FR-1,1:02.23,Emory Thrills in the Hills Open,"Mar 25, 2022"
,"James, Xavier",FR-1,1:04.92,Cornell College Invitational,"Apr 2, 2022"
,"Boev, Ryan",FR-1,1:04.99,Midwest Conference Outdoor Championship,"May 13, 2022"
,"Boev, Ryan",FR-1,1:05.03,Midwest Conference Outdoor Championship,"May 13, 2022"
