Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Olowu, Paige",SR-4,5.10m,"16' 8.75""",Midwest Conference Outdoor Championship,"May 13, 2022",-3.4
,"Elliott-Rude, Eleanor",FR-1,4.78m,"15' 8.25""",Monmouth College Fighting Scots Outdoor,"May 7, 2022",1.7
,"Oden, Melanie",FR-1,4.68m,"15' 4.25""",Cornell College Invitational,"Apr 2, 2022",-1.0
