Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"McCarthy, Matthew",FR-1,1:59.57,2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Angel, Zach",JR-3,2:00.02,2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"McCarthy, Matthew",FR-1,2:02.20,2014 Kip Janvrin Open,"Apr 24, 2014"
,"McCarthy, Matthew",FR-1,2:02.27,Emory Invitational,"Mar 21, 2014"
,"McCarthy, Matthew",FR-1,2:02.31,2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Braun, Johnathan",FR-1,2:03.42,2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Moorehead, Kyle",JR-3,2:06.44,2014 Kip Janvrin Open,"Apr 24, 2014"
,"Vasquez, Alberto",SO-2,2:15.22,2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Mothershead, Ben",SO-2,2:16.45,2014 Kip Janvrin Open,"Apr 24, 2014"
,"Margida, Greg",SO-2,2:16.59,2014 Midwest Conference T&F Championships,"May 9, 2014"
,"Vasquez, Alberto",SO-2,2:18.93,Central College Open,"Apr 16, 2014"
,"Vasquez, Alberto",SO-2,2:18.95,Cornell College Invitational,"Apr 5, 2014"
,"Munoz, Roberto",SO-2,2:37.90,2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Fretheim, Arthur",SR-4,2:39.51,2014 Monmouth Fighting Scots Outdoor,"May 3, 2014"
,"Munoz, Roberto",SO-2,2:43.22,Cornell College Invitational,"Apr 5, 2014"
,"Fretheim, Arthur",SR-4,2:43.29,Emory Invitational,"Mar 21, 2014"
,"Fretheim, Arthur",SR-4,2:52.33,2014 Kip Janvrin Open,"Apr 24, 2014"
,"Fretheim, Arthur",SR-4,2:54.34,Cornell College Invitational,"Apr 5, 2014"
