Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Ajinjeru, Christine",JR-3,59.30,Wartburg Invite,"Feb 16, 2013"
,"Miller, Isabelle",SR-4,1:00.45,Midwest Conference Indoor Championships,"Feb 22, 2013"
