Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Geiman, Brad",SO-2,50.43,Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Willis, Zach",FR-1,50.53,Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Geiman, Brad",SO-2,50.6,The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Geiman, Brad",SO-2,50.88,The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Geiman, Brad",SO-2,51.25,2019 Dick Young Invite,"Apr 20, 2019"
,"Geiman, Brad",SO-2,52.19,Emory Classic,"Mar 29, 2019"
,"Jacobs, Tommy",FR-1,52.33,Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Geiman, Brad",SO-2,52.5,Cornell College Invitational,"Apr 6, 2019"
,"Jacobs, Tommy",FR-1,52.52,Mustang Open,"Apr 13, 2019"
,"Henderson, Erik",SR-4,53.55,2019 Viking Classic,"Apr 26, 2019"
,"Jacobs, Tommy",FR-1,54.02,2019 Dick Young Invite,"Apr 20, 2019"
,"Nadesan, Kamal",SR-4,56.82,The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Nadesan, Kamal",SR-4,56.84,Emory Classic,"Mar 29, 2019"
,"Nadesan, Kamal",SR-4,56.94,Mustang Open,"Apr 13, 2019"
,"Gilmour, Tim",SO-2,58.51,Mustang Open,"Apr 13, 2019"
,"Gilmour, Tim",SO-2,59.36,Cornell College Invitational,"Apr 6, 2019"
