Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Lennon, John",SR-4,14:54.58,2019 Kip Janvrin Open,"Apr 25, 2019"
,"Lennon, John",SR-4,15:04.63,The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Lennon, John",SR-4,15:04.89,Mustang Open,"Apr 13, 2019"
,"Lennon, John",SR-4,15:31.64,NCC Gregory Final Qualifier,"May 15, 2019"
,"Osler, John",JR-3,15:48.46,The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Osler, John",JR-3,16:06.58,2019 Dick Young Invite,"Apr 20, 2019"
,"Lieberman, Matthew",SO-2,16:36.12,2019 Dick Young Invite,"Apr 20, 2019"
,"Harvey, Ben",FR-1,16:42.64,2019 Dick Young Invite,"Apr 20, 2019"
,"Harvey, Ben",FR-1,16:52.43,The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Harrison, Kody",FR-1,16:57.46,Cornell College Invitational,"Apr 6, 2019"
,"Rowekamp, Sam",SO-2,19:41.10,Emory Classic,"Mar 29, 2019"
,"Rowekamp, Sam",SO-2,19:41.10,Emory Classic,"Mar 29, 2019"
