Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Reich, Alex",SR,31:14.82,Gregory Invitational,"May 17, 2011"
,"Figge, Erik",,32:53.12,Midwest Conference Championship,"May 13, 2011"
,"Krauss, Dan",SR,33:39.19,Midwest Conference Championship,"May 13, 2011"
,"Smith, Griffin",SR,35:47.16,Dick Young Classic,"Apr 23, 2011"
,"Burt, Ben",,36:55.89,Dick Young Classic,"Apr 23, 2011"
,"Gallo, Chris",,37:29.38,Dick Young Classic,"Apr 23, 2011"
,"Moorehead, Ryan",,37:37.32,Dick Young Classic,"Apr 23, 2011"
