Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Young, Shannon",SO-2,2:18.39,2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Young, Shannon",SO-2,2:20.75,MWC Conference Championships,"May 8, 2015"
,"Young, Shannon",SO-2,2:22.95,Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Young, Shannon",SO-2,2:23.34,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Pinnette, Ellen",JR-3,2:28.40,MWC Conference Championships,"May 8, 2015"
,"Pinnette, Ellen",JR-3,2:30.68,2015 Kip Janvrin Open,"Apr 23, 2015"
,"Pinnette, Ellen",JR-3,2:32.78,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Teagle, Whitney",FR-1,2:33.96,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Pinnette, Ellen",JR-3,2:34.39,Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Luhmann, Emma",FR-1,2:35.44,2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Zimmerman, Emma",FR-1,2:37.60,MWC Conference Championships,"May 8, 2015"
,"Zimmerman, Emma",FR-1,2:39.04,Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Yndestad, Karin",SO-2,2:40.33,2015 Cornell Outdoor Invite,"Apr 4, 2015"
