Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Cottrell, Allison",FR-1,2:25.31 #,Wartburg Indoor Invitational,"Feb 17, 2018"
,"Villa, Rebecca",SO-2,2:36.23 #,2018 Hilltop Invitational,"Jan 27, 2018"
