Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Roark, Hannah",SO-2,2:22.16,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Roark, Hannah",SO-2,2:27.10,Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Ong, Caitlin",SO-2,2:27.45,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Ong, Caitlin",SO-2,2:29.03,Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Ong, Caitlin",SO-2,2:29.81,16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Barba, Diana",SO-2,2:29.85,Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Charron, Grace",SO-2,2:31.19,Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Rabbani, Allison",JR-3,2:31.76,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Charron, Grace",SO-2,2:34.00,Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Rabbani, Allison",JR-3,2:34.81,16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Ong, Caitlin",SO-2,2:35.53,Cornell Invitational,"Apr 6, 2024"
,"Kreeger, Brooke",FR-1,2:35.58,Monmouth College Fighting Scots Invite,"May 4, 2024"
,"Rabbani, Allison",JR-3,2:36.31,Cornell Invitational,"Apr 6, 2024"
,"Kreeger, Brooke",FR-1,2:36.87,16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,"Charron, Grace",SO-2,2:37.18,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Kreeger, Brooke",FR-1,2:37.35,2024 Kip Janvrin Open,"Apr 25, 2024"
,"Barba, Diana",SO-2,2:37.48,Cornell Invitational,"Apr 6, 2024"
,"Roth, Hannah",FR-1,2:39.28,Grinnell College Dick Young Classic,"Apr 20, 2024"
,"Kreeger, Brooke",FR-1,2:42.02,Grinnell College Dick Young Classic,"Apr 20, 2024"
