Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Warnock, Gavin",SO-2,6.78m,"22' 3""",Loras Open,"Apr 28, 2012",1.9
,"Warnock, Gavin",SO-2,6.76m,"22' 2.25""",Dick Young Classic,"Apr 21, 2012",-1.9
,"Warnock, Gavin",SO-2,6.60m,"21' 8""",Loras Open,"Apr 28, 2012",1.4
,"Warnock, Gavin",SO-2,6.44m,"21' 1.5""",Loras Open,"Apr 28, 2012",1.1
,"Warnock, Gavin",SO-2,6.37m,"20' 10.75""",Loras Open,"Apr 28, 2012",0.1
,"Warnock, Gavin",SO-2,6.18m,"20' 3.5""",2012 Jim Duncan Invitational,"Apr 13, 2012",0.0
,"Warnock, Gavin",SO-2,6.13m,"20' 1.5""",2012 Jim Duncan Invitational,"Apr 13, 2012",1.5
,"Hernandez, Luis",FR-1,4.44m,"14' 7""",Fighting Scots Outdoor Invitational,"May 5, 2012",0.1
,"Hernandez, Luis",FR-1,4.31m,"14' 1.75""",Fighting Scots Outdoor Invitational,"May 5, 2012",0.1
,"Hernandez, Luis",FR-1,4.30m,"14' 1.25""",Dick Young Classic,"Apr 21, 2012",-1.2
,"Hernandez, Luis",FR-1,4.26m,"13' 11.75""",Fighting Scots Outdoor Invitational,"May 5, 2012",0.0
