Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Warnock, Gavin",SO-2,13.24m,"43' 5.25""",Dick Young Classic,"Apr 21, 2012",-0.6
,"Warnock, Gavin",SO-2,13.06m,"42' 10.25""",Loras Open,"Apr 28, 2012",0.1
,"Warnock, Gavin",SO-2,12.92m,"42' 4.75""",Midwest Conference Championships,"May 11, 2012",0.7
,"Warnock, Gavin",SO-2,12.79m,"41' 11.5""",Loras Open,"Apr 28, 2012",1.1
,"Warnock, Gavin",SO-2,12.78m,"41' 11.25""",Loras Open,"Apr 28, 2012",1.0
,"Warnock, Gavin",SO-2,12.75m,"41' 10""",Loras Open,"Apr 28, 2012",1.1
,"Warnock, Gavin",SO-2,12.37m,"40' 7""",Loras Open,"Apr 28, 2012",1.8
,"Warnock, Gavin",SO-2,12.22m,"40' 1.25""",Loras Open,"Apr 28, 2012",0.6
,"Warnock, Gavin",SO-2,12.16m,"39' 10.75""",Midwest Conference Championships,"May 11, 2012",0.2
,"Warnock, Gavin",SO-2,12.06m,"39' 7""",2012 Jim Duncan Invitational,"Apr 13, 2012",0.9
,"Warnock, Gavin",SO-2,11.99m,"39' 4""",Midwest Conference Championships,"May 11, 2012",0.5
,"Edwards, Ronald",SO-2,11.89m,"39' 0.25""",Dick Young Classic,"Apr 21, 2012",-1.3
,"Edwards, Ronald",SO-2,11.10m,"36' 5""",Loras Open,"Apr 28, 2012",0.7
