Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Moorehead, Kyle",FR-1,1:55.84,Midwest Conference Championships,"May 11, 2012"
,"Moorehead, Kyle",FR-1,1:58.51,2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Angel, Zach",FR-1,1:58.92,Midwest Conference Championships,"May 11, 2012"
,"Krauth, Sam",SO-2,1:59.15,2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Krauth, Sam",SO-2,1:59.30,Midwest Conference Championships,"May 11, 2012"
,"Angel, Zach",FR-1,1:59.33,Fighting Scots Outdoor Invitational,"May 5, 2012"
,"McCallum-Cook, Ian",JR-3,2:00.97,Loras Open,"Apr 28, 2012"
,"Tyler, Ben",SO-2,2:02.27,Dick Young Classic,"Apr 21, 2012"
,"Mahar, Harry",FR-1,2:02.46,Loras Open,"Apr 28, 2012"
,"McCallum-Cook, Ian",JR-3,2:03.36,ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"McCallum-Cook, Ian",JR-3,2:03.43,2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Mahar, Harry",FR-1,2:04.42,Dick Young Classic,"Apr 21, 2012"
,"Angel, Zach",FR-1,2:04.53,ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"McCallum-Cook, Ian",JR-3,2:06.76,Dick Young Classic,"Apr 21, 2012"
,"Seng, John",SO-2,2:11.34,Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Courtney, Ryan",FR-1,2:11.97,Cornell Invitational,"Apr 14, 2012"
,"Courtney, Ryan",FR-1,2:13.61,Dick Young Classic,"Apr 21, 2012"
,"Seng, John",SO-2,2:14.00,Loras Open,"Apr 28, 2012"
,"Davis-Johnson, Collin",FR-1,2:14.56,Cornell Invitational,"Apr 14, 2012"
,"Courtney, Ryan",FR-1,2:15.30,Fighting Scots Outdoor Invitational,"May 5, 2012"
,"McCallum-Cook, Colin",JR-3,2:18.31,Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Davis-Johnson, Collin",FR-1,2:19.26,Loras Open,"Apr 28, 2012"
,"Fretheim, Arthur",SO-2,2:32.53,Dick Young Classic,"Apr 21, 2012"
,"Fretheim, Arthur",SO-2,2:36.75,Fighting Scots Outdoor Invitational,"May 5, 2012"
,"Fretheim, Arthur",SO-2,2:41.39,ERAU Spike's Classic - College/Open,"Mar 23, 2012"
