Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Canady, Frank",SO-2,15:30.88,Midwest Conference Championships,"May 11, 2012"
,"Canady, Frank",SO-2,15:32.98,Dick Young Classic,"Apr 21, 2012"
,"Tyler, Ben",SO-2,15:33.67,2012 Jim Duncan Invitational,"Apr 13, 2012"
,"Griffith, Evan",FR-1,16:23.53,Loras Open,"Apr 28, 2012"
,"Griffith, Evan",FR-1,16:34.79,Dick Young Classic,"Apr 21, 2012"
,"Griffith, Evan",FR-1,16:36.51,Midwest Conference Championships,"May 11, 2012"
,"Smith, Griffin",JR-3,16:50.57,Dick Young Classic,"Apr 21, 2012"
,"Anderson, Doug",FR-1,17:19.41,ERAU Spike's Classic - College/Open,"Mar 23, 2012"
,"McCallum-Cook, Colin",JR-3,17:28.13,Dick Young Classic,"Apr 21, 2012"
,"McCallum-Cook, Colin",JR-3,17:59.47,Cornell Invitational,"Apr 14, 2012"
,"Anderson, Doug",FR-1,18:03.39,Cornell Invitational,"Apr 14, 2012"
,"Smiley, Tyler",SO-2,18:34.96,Cornell Invitational,"Apr 14, 2012"
,"Menner, Robby",SO-2,18:55.16,Cornell Invitational,"Apr 14, 2012"
