Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Clennon, Emily",SO-2,8.56,2012 Hilltop Invite,"Feb 4, 2012"
,"Clennon, Emily",SO-2,8.64,Wartburg Invitational,"Feb 18, 2012"
,"Goldman, Elsa",FR-1,8.69,Darren Young Classic,"Feb 11, 2012"
,"Goldman, Elsa",FR-1,8.74,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Goldman, Elsa",FR-1,8.75,2012 Hilltop Invite,"Feb 4, 2012"
,"Goldman, Elsa",FR-1,8.76,Wartburg Invitational,"Feb 18, 2012"
,"Mitchell, Gabrielle",JR-3,9.04,Darren Young Classic,"Feb 11, 2012"
,"Young, Jordan",SO-2,9.19,Darren Young Classic,"Feb 11, 2012"
,"Vertilo, Victoria",SR-4,9.22,Darren Young Classic,"Feb 11, 2012"
,"Graber, Sachi",SR-4,9.24,Darren Young Classic,"Feb 11, 2012"
,"Vertilo, Victoria",SR-4,9.31,Wartburg Invitational,"Feb 18, 2012"
,"Nahib, Furugh",JR-3,9.33,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Zucker, Kelly",JR-3,9.35,Wartburg Invitational,"Feb 18, 2012"
,"Vertilo, Victoria",SR-4,9.37,2012 Hilltop Invite,"Feb 4, 2012"
,"Hasan, Nadia",JR-3,9.41,Darren Young Classic,"Feb 11, 2012"
,"Hasan, Nadia",JR-3,9.43,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Hasan, Nadia",JR-3,9.45,Wartburg Invitational,"Feb 18, 2012"
,"Hasan, Nadia",JR-3,9.62,2012 Hilltop Invite,"Feb 4, 2012"
,"Nahib, Furugh",JR-3,9.65,Wartburg Invitational,"Feb 18, 2012"
,"Silverman, Elle",FR-1,9.69,Wartburg Invitational,"Feb 18, 2012"
,"Nahib, Furugh",JR-3,9.73,Darren Young Classic,"Feb 11, 2012"
