Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Rouse, Stephanie",JR-3,10:46.03,Dutch Athletics Classic,"Jan 27, 2012"
,"Colter, Hannah",SR-4,10:53.19,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Colter, Hannah",JR-3,10:57.67,2012 Hilltop Invite,"Feb 4, 2012"
,"White, Cassidy",SO-2,11:12.82,Darren Young Classic,"Feb 11, 2012"
,"Bierlein De La Rosa, Metzere",JR-3,11:14.32,Wartburg Invitational,"Feb 18, 2012"
,"Seer, Diana",FR-1,11:14.36,Wartburg Invitational,"Feb 18, 2012"
,"White, Cassidy",SO-2,11:16.31,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"White, Cassidy",SO-2,11:24.49,2012 Hilltop Invite,"Feb 4, 2012"
,"Bayly, Alison",FR-1,11:35.66,Darren Young Classic,"Feb 11, 2012"
,"Bayly, Alison",FR-1,11:46.08,Dutch Athletics Classic,"Jan 27, 2012"
,"Rouse, Stephanie",JR-3,11:55.84,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Emery, Lauren",SO-2,11:56.15,Darren Young Classic,"Feb 11, 2012"
,"Vautin, Jacqueline",JR-3,12:02.89,Darren Young Classic,"Feb 11, 2012"
,"Spahr, Stephanie",SO-2,12:09.41,Darren Young Classic,"Feb 11, 2012"
,"Gartner, Elana",SO-2,12:16.00,Darren Young Classic,"Feb 11, 2012"
,"Emery, Lauren",SO-2,12:16.01,2012 Hilltop Invite,"Feb 4, 2012"
,"Meisles, Diane",SR-4,12:17.52,Darren Young Classic,"Feb 11, 2012"
,"Meisles, Diane",SR-4,12:23.37,Wartburg Invitational,"Feb 18, 2012"
,"Meisles, Diane",SR-4,12:46.72,Dutch Athletics Classic,"Jan 27, 2012"
,"Nelsen, Carmen",SO-2,12:48.22,Darren Young Classic,"Feb 11, 2012"
,"Froh, Caroline",FR-1,12:53.85,Wartburg Invitational,"Feb 18, 2012"
,"Froh, Caroline",FR-1,12:59.35,Darren Young Classic,"Feb 11, 2012"
,"Fenster, Katie",SO-2,13:06.84,Darren Young Classic,"Feb 11, 2012"
,"Boydston, Emily",JR-3,13:28.69,Darren Young Classic,"Feb 11, 2012"
,"Sittig, Catherine",SO-2,14:43.45,Darren Young Classic,"Feb 11, 2012"
