Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Burnell, Sarah",SO-2,2:15.51,Iowa State Qualifier,"Mar 3, 2012"
,"Burnell, Sarah",SO-2,2:16.52,Wartburg Invitational,"Feb 18, 2012"
,"Burnell, Sarah",SO-2,2:16.75,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Rudy, Meg",SO-2,2:33.77,Darren Young Classic,"Feb 11, 2012"
,"Bisignano, Catherine",SR-4,2:34.46,Wartburg Invitational,"Feb 18, 2012"
,"Jensen, Sarah",FR-1,2:36.21,2012 Hilltop Invite,"Feb 4, 2012"
,"Dysart, Jennifer",FR-1,2:38.58,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Dysart, Jennifer",FR-1,2:39.65,Wartburg Invitational,"Feb 18, 2012"
,"Gartner, Elana",SO-2,2:40.30,Wartburg Invitational,"Feb 18, 2012"
,"Gartner, Elana",SO-2,2:42.50,2012 Hilltop Invite,"Feb 4, 2012"
,"Bayly, Alison",FR-1,2:43.76,Midwest Conference Indoor T&F Championships,"Feb 24, 2012"
,"Brosius, Daria",FR-1,2:44.37,Wartburg Invitational,"Feb 18, 2012"
,"Dysart, Jennifer",FR-1,2:46.02,Darren Young Classic,"Feb 11, 2012"
,"Haro, Gina",SO-2,2:46.25,Wartburg Invitational,"Feb 18, 2012"
,"Haro, Gina",FR-1,2:47.03,2012 Hilltop Invite,"Feb 4, 2012"
,"Champ, Linnea",FR-1,2:55.10,Wartburg Invitational,"Feb 18, 2012"
,"Champ, Linnea",FR-1,2:57.72,Darren Young Classic,"Feb 11, 2012"
