Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"James, Xavier",JR-3,57.96,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Mendola, Noah",SO-2,1:01.04,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Leisher, Ilem",FR-1,1:01.25,Midwest Conference Outdoor Championships,"May 10, 2024"
,"Williams, Carter",JR-3,1:01.91,Midwest Conference Outdoor Championships,"May 10, 2024"
