Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Warnock, Gavin",JR-3,6.57m,"21' 6.75""",Central College Open,"Apr 20, 2013",0.3
,"Warnock, Gavin",JR-3,6.53m,"21' 5.25""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",0.8
,"Warnock, Gavin",JR-3,6.52m,"21' 4.75""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",0.0
,"Warnock, Gavin",JR-3,6.47m,"21' 2.75""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",0.8
,"Warnock, Gavin",JR-3,6.34m,"20' 9.75""",Central College Open,"Apr 20, 2013",0.0
,"Warnock, Gavin",JR-3,6.31m,"20' 8.5""",Central College Open,"Apr 20, 2013",0.0
,"Warnock, Gavin",JR-3,6.30m,"20' 8""",Cornell College Invitational,"Apr 6, 2013",0.4
,"Warnock, Gavin",JR-3,6.28m,"20' 7.25""",2013 Monmouth Fighting Scots,"May 4, 2013",1.8
,"Warnock, Gavin",JR-3,6.23m,"20' 5.25""",Cornell College Invitational,"Apr 6, 2013",1.9
,"Warnock, Gavin",JR-3,6.20m,"20' 4.25""",Central College Open,"Apr 20, 2013",-2.7
,"Warnock, Gavin",JR-3,6.19m,"20' 3.75""",Kip Janvrin Open,"Apr 25, 2013",-0.4
,"Warnock, Gavin",JR-3,6.06m,"19' 10.75""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",0.5
,"Warnock, Gavin",JR-3,5.03m,"16' 6""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",0.0
,"Vaughn, Ben",SO-2,4.88m,"16' 0.25""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",-0.2
,"Vaughn, Ben",SO-2,4.80m,"15' 9""",Midwest Conference Outdoor Track & Field Championships,"May 10, 2013",0.6
,"Vaughn, Ben",SO-2,4.57m,"15' 0""",2013 Monmouth Fighting Scots,"May 4, 2013",1.2
