Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Kolacia, Nate",FR-1,1:55.45,2013 Monmouth Fighting Scots,"May 4, 2013"
,"Kolacia, Nate",FR-1,1:55.57,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Kolacia, Nate",FR-1,1:55.69,2013 Jim Duncan Invitational,"Apr 12, 2013"
,"Kolacia, Nate",FR-1,1:55.95,Kip Janvrin Open,"Apr 25, 2013"
,"Kolacia, Nate",FR-1,1:56.64,Augustana Twilight,"May 17, 2013"
,"Kolacia, Nate",FR-1,1:58.57,Walt Disney World Invitational,"Mar 22, 2013"
,"Kolacia, Nate",FR-1,1:59.35,Central College Open,"Apr 20, 2013"
,"Moorehead, Kyle",SO-2,1:59.39,Kip Janvrin Open,"Apr 25, 2013"
,"Angel, Zach",SO-2,2:00.16,2013 Monmouth Fighting Scots,"May 4, 2013"
,"Angel, Zach",SO-2,2:00.55,2013 Jim Duncan Invitational,"Apr 12, 2013"
,"Moorehead, Kyle",SO-2,2:00.86,Cornell College Invitational,"Apr 6, 2013"
,"Krauth, Sam",SR-4,2:01.44,Kip Janvrin Open,"Apr 25, 2013"
,"Angel, Zach",SO-2,2:01.98,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Angel, Zach",SO-2,2:02.28,Walt Disney World Invitational,"Mar 22, 2013"
,"Moorehead, Kyle",SO-2,2:03.78,2013 Jim Duncan Invitational,"Apr 12, 2013"
,"Moorehead, Kyle",SO-2,2:03.84,2013 Monmouth Fighting Scots,"May 4, 2013"
,"Moorehead, Kyle",SO-2,2:03.97,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Banks, Quinton",SR-4,2:05.44,Central College Open,"Apr 20, 2013"
,"Maher, Harry",SO-2,2:12.22,Cornell College Invitational,"Apr 6, 2013"
,"Mothershead, Ben",FR-1,2:15.19,Walt Disney World Invitational,"Mar 22, 2013"
,"Fretheim, Arthur",JR-3,2:20.45,Walt Disney World Invitational,"Mar 22, 2013"
,"Chien, Jason",FR-1,2:28.55,2013 Monmouth Fighting Scots,"May 4, 2013"
,"Siegel, Keith",SO-2,2:33.96,Central College Open,"Apr 20, 2013"
,"Chien, Jason",FR-1,2:35.03,Kip Janvrin Open,"Apr 25, 2013"
,"Fretheim, Arthur",JR-3,2:46.97,Cornell College Invitational,"Apr 6, 2013"
,"Fretheim, Arthur",JR-3,2:47.38,Kip Janvrin Open,"Apr 25, 2013"
,"Fretheim, Arthur",JR-3,2:50.03,Central College Open,"Apr 20, 2013"
