Unnamed: 0,Athlete,Year,Time,Meet,Meet Date
,"Canady, Frank",JR-3,15:16.12,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Figge, Erik",SR-4,15:37.48,Kip Janvrin Open,"Apr 25, 2013"
,"Dalton, Adam",FR-1,15:37.76,Kip Janvrin Open,"Apr 25, 2013"
,"Dalton, Adam",FR-1,15:38.70,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Figge, Erik",SR-4,15:54.76,Midwest Conference Outdoor Track & Field Championships,"May 10, 2013"
,"Dalton, Adam",FR-1,16:00.55,2013 Jim Duncan Invitational,"Apr 12, 2013"
,"Figge, Erik",SR-4,16:08.72,Cornell College Invitational,"Apr 6, 2013"
,"Griffith, Evan",SO-2,16:21.57,Cornell College Invitational,"Apr 6, 2013"
,"Bennett, Kevin",FR-1,17:27.46,2013 Monmouth Fighting Scots,"May 4, 2013"
,"Bennett, Kevin",FR-1,17:30.29,Kip Janvrin Open,"Apr 25, 2013"
,"Smiley, Tyler",SR-4,17:35.42,Cornell College Invitational,"Apr 6, 2013"
,"Anderson, Doug",JR-3,18:22.63,Walt Disney World Invitational,"Mar 22, 2013"
,"Menner, Robby",JR-3,18:34.48,Cornell College Invitational,"Apr 6, 2013"
,"Menner, Robby",JR-3,18:38.86,Walt Disney World Invitational,"Mar 22, 2013"
,"Anderson, Doug",JR-3,18:39.35,Cornell College Invitational,"Apr 6, 2013"
,"Vasquez, Alberto",FR-1,19:10.70,Cornell College Invitational,"Apr 6, 2013"
,"Vasquez, Alberto",FR-1,19:17.19,2013 Monmouth Fighting Scots,"May 4, 2013"
,"Margida, Greg",FR-1,19:47.70,2013 Monmouth Fighting Scots,"May 4, 2013"
,"Margida, Greg",FR-1,20:16.77,Cornell College Invitational,"Apr 6, 2013"
